Fecha,Hoja,Rango,Valor anterior,Nuevo valor,Usuario
31-mar-25 8:39 a.m.,SBL-LM-08,G112,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 8:40 a.m.,SBL-LM-08,G120,Preparacion microbiologica,Preparación Microbiologica,validacion5@sblpharma.com
31-mar-25 8:40 a.m.,SBL-LM-08,G120,Preparación Microbiologica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 8:40 a.m.,SBL-LM-08,G124,Control en proceso,Control en Proceso,validacion5@sblpharma.com
31-mar-25 8:40 a.m.,SBL-LM-08,G126,Análisis fisicoquímicos,Análisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 8:41 a.m.,SBL-LM-08,G134,"Area de balanzas, TIT-LC-01","Área de Balanzas, en TIT-LC-01",validacion5@sblpharma.com
31-mar-25 8:43 a.m.,SBL-LM-08,G135,"Area de balanzas, TIT-LC-01","Área de Balanzas, en TIT-LC-01",validacion5@sblpharma.com
31-mar-25 8:43 a.m.,SBL-LM-08,G136,"Area de balanzas, TIT-LC-01","Área de Balanzas, en TIT-LC-01",validacion5@sblpharma.com
31-mar-25 8:43 a.m.,SBL-LM-08,G137,"Area de balanzas, TIT-LC-01","Área de Balanzas, en TIT-LC-01",validacion5@sblpharma.com
31-mar-25 8:43 a.m.,SBL-LM-08,G138,Análisis físicoquímicos ,Análisis Físicoquímicos ,validacion5@sblpharma.com
31-mar-25 8:49 a.m.,SBL-LM-08,G140,Preparación Microbiologica POT-LC-02,"Preparación Microbiológica, en POT-LC-02",validacion5@sblpharma.com
31-mar-25 8:51 a.m.,SBL-LM-08,G142,UMA REC-FR-02,"Piso Técnico, en UMA-MA-03",validacion5@sblpharma.com
31-mar-25 8:51 a.m.,SBL-LM-08,G143,,,validacion5@sblpharma.com
31-mar-25 8:51 a.m.,SBL-LM-08,G144,"Piso técnico, en UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 8:52 a.m.,SBL-LM-08,G145,"Piso técnico, en UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 8:52 a.m.,SBL-LM-08,G147,"Piso técnico, en UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 8:52 a.m.,SBL-LM-08,G163,"Control en proceso, BOV-CP-01","Control en Proceso, en BOV-CP-01",validacion5@sblpharma.com
31-mar-25 8:53 a.m.,SBL-LM-08,G164,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-01","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-01",validacion5@sblpharma.com
31-mar-25 8:53 a.m.,SBL-LM-08,G165,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-02","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), BOV-DA-02",validacion5@sblpharma.com
31-mar-25 8:54 a.m.,SBL-LM-08,G165,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), BOV-DA-02","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-02",validacion5@sblpharma.com
31-mar-25 8:54 a.m.,SBL-LM-08,G168,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-03","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-03",validacion5@sblpharma.com
31-mar-25 8:54 a.m.,SBL-LM-08,G169,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-LC-01","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-01",validacion5@sblpharma.com
31-mar-25 8:54 a.m.,SBL-LM-08,G172,"Preparación Microbiológica, EST-LC-01","Preparación Microbiológica, en EST-LC-01",validacion5@sblpharma.com
31-mar-25 8:55 a.m.,SBL-LM-08,G173,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-LC-02","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-02",validacion5@sblpharma.com
31-mar-25 8:55 a.m.,SBL-LM-08,G176,"Microbiología
BOV-LC-03","Microbiología, en BOV-LC-03",validacion5@sblpharma.com
31-mar-25 8:55 a.m.,SBL-LM-08,G178,"Preparación microbiológica, MUE-LC-02","Preparación Microbiológica, en MUE-LC-02",validacion5@sblpharma.com
31-mar-25 8:55 a.m.,SBL-LM-08,G179,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-LC-04","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-04",validacion5@sblpharma.com
31-mar-25 8:55 a.m.,SBL-LM-08,G180,"Preparación microbiológica, EST-MI-01.","Preparación Microbiológica, en EST-MI-01.",validacion5@sblpharma.com
31-mar-25 8:56 a.m.,SBL-LM-08,G188,"Piso técnico, 
Extractor de polvos","Piso Técnico, 
Extractor de polvos",validacion5@sblpharma.com
31-mar-25 8:56 a.m.,SBL-LM-08,G202,"Piso técnico,
Tanque hidroneumático #1","Piso Técnico,
Tanque hidroneumático #1",validacion5@sblpharma.com
31-mar-25 8:56 a.m.,SBL-LM-08,G203,"Piso técnico, 
Ósmosis inversa","Piso Técnico, 
Ósmosis inversa",validacion5@sblpharma.com
31-mar-25 8:59 a.m.,SBL-LM-08,G203,"Piso Técnico, 
Ósmosis inversa","Cuarto Técnico, 
Ósmosis inversa",validacion5@sblpharma.com
31-mar-25 9:00 a.m.,SBL-LM-08,G204,Cuarto técnico. Antes de filtros suavizadores.,"Cuarto Técnico, antes de filtros suavizadores.",validacion5@sblpharma.com
31-mar-25 9:00 a.m.,SBL-LM-08,G205,Encapsulado y abrillantado 4 (AC-03).,Encapsulado y Abrillantado 4 (AC-03).,validacion5@sblpharma.com
31-mar-25 9:00 a.m.,SBL-LM-08,G205,Encapsulado y Abrillantado 4 (AC-03).,"Encapsulado y Abrillantado 4, en AC-03",validacion5@sblpharma.com
31-mar-25 9:00 a.m.,SBL-LM-08,G206,Lavado (AC-06).,"Lavado, en AC-06",validacion5@sblpharma.com
31-mar-25 9:01 a.m.,SBL-LM-08,G207,Recubrimiento (AC-11).,"Recubrimiento, en AC-11",validacion5@sblpharma.com
31-mar-25 9:01 a.m.,SBL-LM-08,G208,Recubrimiento (AC-12).,"Recubrimiento, en AC-12",validacion5@sblpharma.com
31-mar-25 9:01 a.m.,SBL-LM-08,G209,Desarrollo Farmaceútico (AC-10).,"Desarrollo Farmaceútico, en AC-10",validacion5@sblpharma.com
31-mar-25 9:01 a.m.,SBL-LM-08,G210,Acondicionamiento primario blíster (AC-13).,"Acondicionamiento Primario Blíster, en AC-13",validacion5@sblpharma.com
31-mar-25 9:02 a.m.,SBL-LM-08,G214,Encapsulado y Abrillantado #5 (AC-04),"Encapsulado y Abrillantado #5, en AC-04",validacion5@sblpharma.com
31-mar-25 9:02 a.m.,SBL-LM-08,G215,Encapsulado y abrillantado #1 (AC-07),"Encapsulado y Abrillantado 1, en AC-07",validacion5@sblpharma.com
31-mar-25 9:04 a.m.,SBL-LM-08,G228,"Acondicionamiento primario, TAP-AC-01","Acondicionamiento Primario Llenado de Frascos, en TAP-AC-01",validacion5@sblpharma.com
31-mar-25 9:05 a.m.,SBL-LM-08,G229,"Acondicionamiento primario, CON-AC-02","Acondicionamiento Primario Llenado de Frascos, en CON-AC-02",validacion5@sblpharma.com
31-mar-25 9:05 a.m.,SBL-LM-08,G232,"Recubrimiento, bombo perforado REC-FR-02","Recubrimiento, en REC-FR-02",validacion5@sblpharma.com
31-mar-25 9:05 a.m.,SBL-LM-08,G233,"Recubrimiento, bombo perforado REC-FR-02","Recubrimiento, en REC-FR-02",validacion5@sblpharma.com
31-mar-25 9:05 a.m.,SBL-LM-08,G234,"Acondicionamiento primario blister, BLI-FR-02.","Acondicionamiento Primario Blíster, en BLI-FR-02.",validacion5@sblpharma.com
31-mar-25 9:06 a.m.,SBL-LM-08,G235,"Abrillantadora, ABR-FR-02.","Abrillantadora, ABR-FR-02",validacion5@sblpharma.com
31-mar-25 9:06 a.m.,SBL-LM-08,G236,"Abrillantadora, ABR-FR-03.","Abrillantadora, ABR-FR-03",validacion5@sblpharma.com
31-mar-25 9:06 a.m.,SBL-LM-08,G237,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 9:06 a.m.,SBL-LM-08,G238,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 9:06 a.m.,SBL-LM-08,G239,Tableteado 1 TAB-PR-01,"Tableteado 1, en TAB-PR-01",validacion5@sblpharma.com
31-mar-25 9:15 a.m.,SBL-LM-08,G240,"Acondicionamiento Secundario, ENA-FR-01","Acondicionamiento Secundario, en ENA-FR-01",validacion5@sblpharma.com
31-mar-25 9:16 a.m.,SBL-LM-08,G243,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 9:16 a.m.,SBL-LM-08,G244,Almacen de validación,Almacen de Validación,validacion5@sblpharma.com
31-mar-25 9:17 a.m.,SBL-LM-08,G247,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-01","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-01",validacion5@sblpharma.com
31-mar-25 9:17 a.m.,SBL-LM-08,G248,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-LC-01","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-01",validacion5@sblpharma.com
31-mar-25 9:17 a.m.,SBL-LM-08,G250,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-03","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), BOV-DA-03",validacion5@sblpharma.com
31-mar-25 9:17 a.m.,SBL-LM-08,G250,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), BOV-DA-03","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-03",validacion5@sblpharma.com
31-mar-25 9:18 a.m.,SBL-LM-08,G251,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-DA-02","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-DA-02",validacion5@sblpharma.com
31-mar-25 9:22 a.m.,SBL-LM-08,G252,"Análisis Instrumental II, ESE-DA-01","Análisis Instrumental II, en ESE-DA-01",validacion5@sblpharma.com
31-mar-25 9:22 a.m.,SBL-LM-08,G253,"Encapsulado y abrillantado 4, ENC-PR-04 (bomba).","Encapsulado y Abrillantado 4, en ENC-PR-04 (bomba).",validacion5@sblpharma.com
31-mar-25 9:23 a.m.,SBL-LM-08,G255,"Acondicionamiento primario bister, BLI-FR-02 (Bomba de vacio).","Acondicionamiento Primario Blíster, en BLI-FR-02 (Bomba de vacío)",validacion5@sblpharma.com
31-mar-25 9:23 a.m.,SBL-LM-08,G253,"Encapsulado y Abrillantado 4, en ENC-PR-04 (bomba).","Encapsulado y Abrillantado 4, en ENC-PR-04 (bomba)",validacion5@sblpharma.com
31-mar-25 9:23 a.m.,SBL-LM-08,G256,"Encapsulado y abrillantado 5, ENC-FR-05.","Encapsulado y Abrillantado #5, en ENC-FR-05",validacion5@sblpharma.com
31-mar-25 9:23 a.m.,SBL-LM-08,G257,"Encapsulado y abrillantado 4, ENC-FR-06.","Encapsulado y Abrillantado 4, en ENC-FR-06",validacion5@sblpharma.com
31-mar-25 9:24 a.m.,SBL-LM-08,G261,"Análisis fisicoquímicos, BOV-LC-02","Análisis Fisicoquímicos, en BOV-LC-02",validacion5@sblpharma.com
31-mar-25 9:24 a.m.,SBL-LM-08,G263,Control en proceso BOV-CP-01,"Control en Proceso, en BOV-CP-01",validacion5@sblpharma.com
31-mar-25 9:24 a.m.,SBL-LM-08,G264,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución), BOV-LC-04","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-04",validacion5@sblpharma.com
31-mar-25 9:25 a.m.,SBL-LM-08,G270,Control de calidad,Control de Calidad,validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G277,"Piso técnico, UMA-MA-03","Piso Técnico, en UMA-MA-03",validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G278,,,validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G279,"Piso técnico, UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G280,"Piso técnico, UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G281,"Piso técnico, UMA-MA-04","Piso Técnico, en UMA-MA-04",validacion5@sblpharma.com
31-mar-25 9:26 a.m.,SBL-LM-08,G282,,,validacion5@sblpharma.com
31-mar-25 9:27 a.m.,SBL-LM-08,G284,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 9:27 a.m.,SBL-LM-08,G285,Acondicionamiento secundario,Acondicionamiento Secundario,validacion5@sblpharma.com
31-mar-25 9:27 a.m.,SBL-LM-08,G287,Almacén de materia prima aprobada,Almacén de Materia Prima Aprobada,validacion5@sblpharma.com
31-mar-25 9:27 a.m.,SBL-LM-08,G289,Preesclusa de material de acondicionamiento,Preesclusa de Material de Acondicionamiento,validacion5@sblpharma.com
31-mar-25 9:28 a.m.,SBL-LM-08,G293,Preesclusa Muestreo Materia Prima,Preesclusa de Muestreo de Materia Prima,validacion5@sblpharma.com
31-mar-25 9:28 a.m.,SBL-LM-08,G294,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 9:28 a.m.,SBL-LM-08,G297,A.P. Blíster,Acondicionamiento Primario Blíster,validacion5@sblpharma.com
31-mar-25 9:29 a.m.,SBL-LM-08,G298,A.P. Llenado de Frascos,Acondicionamiento Primario Llenado de Frascos,validacion5@sblpharma.com
31-mar-25 9:29 a.m.,SBL-LM-08,G300,Encapsulado y abrillantado 1,Encapsulado y Abrillantado 1,validacion5@sblpharma.com
31-mar-25 9:29 a.m.,SBL-LM-08,G301,Mezclado y tamizado 1,Mezclado y Tamizado 1,validacion5@sblpharma.com
31-mar-25 9:29 a.m.,SBL-LM-08,G306,Muestreo Materia Prima,Muestreo de Materia Prima,validacion5@sblpharma.com
31-mar-25 9:30 a.m.,SBL-LM-08,G307,Utensilios y aditamentos para fabricación,Utensilios y Aditamentos de Fabricación,validacion5@sblpharma.com
31-mar-25 9:31 a.m.,SBL-LM-08,G309,Órdenes surtidas,Órdenes Surtidas,validacion5@sblpharma.com
31-mar-25 10:11 a.m.,SBL-LM-08,G318,Almacen de material de empaque,Almacen de Material de Empaque,validacion5@sblpharma.com
31-mar-25 10:11 a.m.,SBL-LM-08,G318,Almacen de Material de Empaque,Almacén de Material de Empaque,validacion5@sblpharma.com
31-mar-25 10:11 a.m.,SBL-LM-08,G319,Encapsulado y abrillantado 5,Encapsulado y Abrillantado #5,validacion5@sblpharma.com
31-mar-25 10:12 a.m.,SBL-LM-08,G321,"Recubrimiento, bombo perforado REC-FR-02","Recubrimiento, en REC-FR-02",validacion5@sblpharma.com
31-mar-25 10:12 a.m.,SBL-LM-08,G322,Esclusa de muestreo de materia prima,Esclusa de Muestreo de Materia Prima,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G326,Encapsulado 4,Encapsulado y Abrillantado 4,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G327,Surtido de material de acondicionamiento,Surtido de Material de Acondicionamiento,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G329,Almacen de validación,Almacen de Validación,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G330,,,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G331,,,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G332,Recepción de material de envase y empaque ,Recepción de Material de Envase y Empaque ,validacion5@sblpharma.com
31-mar-25 10:17 a.m.,SBL-LM-08,G333,Control en proceso,Control en Proceso,validacion5@sblpharma.com
31-mar-25 10:20 a.m.,SBL-LM-08,G334,Área de balanzas,Área de Balanzas,validacion5@sblpharma.com
31-mar-25 10:20 a.m.,SBL-LM-08,G335,,,validacion5@sblpharma.com
31-mar-25 10:21 a.m.,SBL-LM-08,G340,Preparación microbiológica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 10:21 a.m.,SBL-LM-08,G344,Control en proceso,Control en Proceso,validacion5@sblpharma.com
31-mar-25 10:21 a.m.,SBL-LM-08,G365,Analisis fisicoquimicos,Analisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 10:21 a.m.,SBL-LM-08,G366,,,validacion5@sblpharma.com
31-mar-25 10:21 a.m.,SBL-LM-08,G367,,,validacion5@sblpharma.com
31-mar-25 10:22 a.m.,SBL-LM-08,G368,,,validacion5@sblpharma.com
31-mar-25 10:22 a.m.,SBL-LM-08,G372,Análisis Fisicoquimicos,Análisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 10:22 a.m.,SBL-LM-08,G374,Preparación microbiológica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 10:22 a.m.,SBL-LM-08,G375,Preparación microbiológica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 10:22 a.m.,SBL-LM-08,G376,Movil,Móvil,validacion5@sblpharma.com
31-mar-25 10:23 a.m.,SBL-LM-08,G382,"Móvil (Análisis Instrumental I, II, análisis fisicoquímicos y disolución)","Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución)",validacion5@sblpharma.com
31-mar-25 10:23 a.m.,SBL-LM-08,G387,Analisis fisicoquimicos,Analisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G387,Analisis Fisicoquímicos,Análisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G388,Analisis fisicoquimicos,Análisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G389,Preparación Microbiologica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G390,,,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G392,,,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G395,Utensilios y aditamentos para fabricación,Utensilios y Aditamentos de Fabricación,validacion5@sblpharma.com
31-mar-25 10:24 a.m.,SBL-LM-08,G396,,,validacion5@sblpharma.com
31-mar-25 10:25 a.m.,SBL-LM-08,G400,Desarrollo farmacéutico,Desarrollo Farmacéutico,validacion5@sblpharma.com
31-mar-25 10:25 a.m.,SBL-LM-08,G401,Desarrollo farmacéutico,Desarrollo Farmacéutico,validacion5@sblpharma.com
31-mar-25 10:25 a.m.,SBL-LM-08,G402,Desarrollo farmacéutico,Desarrollo Farmacéutico,validacion5@sblpharma.com
31-mar-25 10:25 a.m.,SBL-LM-08,G403,Desarrollo farmacéutico,Desarrollo Farmacéutico,validacion5@sblpharma.com
31-mar-25 10:25 a.m.,SBL-LM-08,G468,"Análisis Instrumental II
BOV-DA-04","Análisis Instrumental II, en BOV-DA-04",validacion5@sblpharma.com
31-mar-25 10:26 a.m.,SBL-LM-08,G470,"UMA-MA-03, Piso técnico.","Piso Técnico, en UMA-MA-03",validacion5@sblpharma.com
31-mar-25 10:26 a.m.,SBL-LM-08,G471,,,validacion5@sblpharma.com
31-mar-25 10:27 a.m.,SBL-LM-08,G472,"REC-FR-02, Recubrimiento","Recubrimiento, en REC-FR-02",validacion5@sblpharma.com
31-mar-25 10:27 a.m.,SBL-LM-08,G473,"Análisis Instrumental I, REF-MI-01","Análisis Instrumental I, en REF-MI-01",validacion5@sblpharma.com
31-mar-25 10:27 a.m.,SBL-LM-08,G475,Piso técnico,Piso Técnico,validacion5@sblpharma.com
31-mar-25 10:27 a.m.,SBL-LM-08,G485,Análisis instrumental IV,Análisis Instrumental IV,validacion5@sblpharma.com
31-mar-25 10:28 a.m.,SBL-LM-08,G488,"Friabilizador, FRI-DF-01","Móvil, en FRI-DF-01",validacion5@sblpharma.com
31-mar-25 10:29 a.m.,SBL-LM-08,G489,"Friabilizador, FRI-CP-01","Control en Proceso, en FRI-CP-01",validacion5@sblpharma.com
31-mar-25 10:29 a.m.,SBL-LM-08,G490,"Mezclado y tamizado #1, PAN-FR-03.","Mezclado y Tamizado 1, en PAN-FR-03.",validacion5@sblpharma.com
31-mar-25 10:29 a.m.,SBL-LM-08,G492,Almacén de material de empaque y envase aprobado,Almacén de Material de Empaque y Envase Aprobado,validacion5@sblpharma.com
31-mar-25 10:30 a.m.,SBL-LM-08,G494,Cuarentena de PT,Cuarentena de Producto Terminado,validacion5@sblpharma.com
31-mar-25 10:30 a.m.,SBL-LM-08,G495,Almacén de PT controlado,Almacén de Producto Terminado Controlado,validacion5@sblpharma.com
31-mar-25 10:31 a.m.,SBL-LM-08,G499,"Microbiología,
REF-LC-04","Microbiología, en REF-LC-04",validacion5@sblpharma.com
31-mar-25 10:31 a.m.,SBL-LM-08,G500,Muestreo Materia Prima,Muestreo de Materia Prima,validacion5@sblpharma.com
31-mar-25 10:31 a.m.,SBL-LM-08,G503,Órdenes surtidas,Órdenes Surtidas,validacion5@sblpharma.com
31-mar-25 10:31 a.m.,SBL-LM-08,G505,"Análisis Instrumental II,
DES-LC-01","Análisis Instrumental II, en DES-LC-01",validacion5@sblpharma.com
31-mar-25 10:32 a.m.,SBL-LM-08,G506,"Área de balanzas,
DES-LC-02","Análisis Instrumental I, EN
DES-LC-02",validacion5@sblpharma.com
31-mar-25 10:32 a.m.,SBL-LM-08,G506,"Análisis Instrumental I, EN
DES-LC-02","Análisis Instrumental I, en
DES-LC-02",validacion5@sblpharma.com
31-mar-25 10:32 a.m.,SBL-LM-08,G506,"Análisis Instrumental I, en
DES-LC-02","Análisis Instrumental I, en DES-LC-02",validacion5@sblpharma.com
31-mar-25 10:32 a.m.,SBL-LM-08,G507,Preparación microbiológica,Preparación Microbiológica,validacion5@sblpharma.com
31-mar-25 10:32 a.m.,SBL-LM-08,G508,"Disolución, REF-LC-05","Disolución, en REF-LC-05",validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G509,Encapsulado y abrillantando 1,Encapsulado y Abrillantando 1,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G514,Almacén de reactivos,Almacén de Reactivos,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G518,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G521,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G522,Area de balanzas,Área de Balanzas,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G523,Recepción de muestras,Recepción de Muestras,validacion5@sblpharma.com
31-mar-25 10:33 a.m.,SBL-LM-08,G524,,,validacion5@sblpharma.com
31-mar-25 10:48 a.m.,SBL-LM-08,G526,"Congelador, REF-LC-05. Disolución","Disolución, en Congelador REF-LC-05",validacion5@sblpharma.com
31-mar-25 10:49 a.m.,SBL-LM-08,G527,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 10:50 a.m.,SBL-LM-08,G531,Almacén de material de empaque ,Almacén de Material de Empaque ,validacion5@sblpharma.com
31-mar-25 10:51 a.m.,SBL-LM-08,G538,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 10:52 a.m.,SBL-LM-08,G540,Transporte,"Móvil, Transporte",validacion5@sblpharma.com
31-mar-25 10:55 a.m.,SBL-LM-08,G546,Acondicionamiento secundario Frasco,Acondicionamiento Secundario Frasco,validacion5@sblpharma.com
31-mar-25 10:55 a.m.,SBL-LM-08,G560,A.P. Llenado de Frascos,Acondicionamiento Primario Llenado de Frascos,validacion5@sblpharma.com
31-mar-25 10:55 a.m.,SBL-LM-08,G561,Mezclado y tamizado #1,Mezclado y Tamizado 1,validacion5@sblpharma.com
31-mar-25 10:56 a.m.,SBL-LM-08,G570,Movil,Móvil,validacion5@sblpharma.com
31-mar-25 10:57 a.m.,SBL-LM-08,G571,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 11:00 a.m.,SBL-LM-08,G573,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 11:00 a.m.,SBL-LM-08,G574,Movil,Móvil,validacion5@sblpharma.com
31-mar-25 11:00 a.m.,SBL-LM-08,G577,Almacen de validación,Almacen de Validación,validacion5@sblpharma.com
31-mar-25 11:00 a.m.,SBL-LM-08,G578,Detección de metales,Detección de Metales,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G581,Acondicionamiento secundario Blister,Acondicionamiento Secundario Blíster,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G583,Almacén de validación,Almacén de Validación,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G584,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G585,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G586,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G587,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G588,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G589,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G590,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G591,,,validacion5@sblpharma.com
31-mar-25 11:01 a.m.,SBL-LM-08,G592,,,validacion5@sblpharma.com
31-mar-25 11:02 a.m.,SBL-LM-08,G593,Acondicionamiento primario blíster.,Acondicionamiento Primario Blíster.,validacion5@sblpharma.com
31-mar-25 11:02 a.m.,SBL-LM-08,G607,"Desintegrador 
DES-CP-01","Control en Proceso, en DES-CP-01",validacion5@sblpharma.com
31-mar-25 11:03 a.m.,SBL-LM-08,G608,"Microbiología, BAM-LC-01.","Microbiología, en BAM-LC-01",validacion5@sblpharma.com
31-mar-25 11:03 a.m.,SBL-LM-08,G610,Analisis fisicoquimicos,Analisis Fisicoquímicos,validacion5@sblpharma.com
31-mar-25 11:03 a.m.,SBL-LM-08,G619,"Microbiología, POT-LC-02","Microbiología, en POT-LC-02",validacion5@sblpharma.com
31-mar-25 11:03 a.m.,SBL-LM-08,G621,"Microbiología, POT-MI-01","Microbiología, en POT-MI-01",validacion5@sblpharma.com
31-mar-25 11:04 a.m.,SBL-LM-08,G628,Almacén de materia prima aprobada,Almacén de Materia Prima Aprobada,validacion5@sblpharma.com
31-mar-25 11:04 a.m.,SBL-LM-08,G633,"Acondicionamiento Secundario, UPA-MA-01","Acondicionamiento Secundario, en UPA-MA-01",validacion5@sblpharma.com
31-mar-25 11:04 a.m.,SBL-LM-08,G634,Bombo perforado REC-FR-02,"Recubrimiento, en REC-FR-02",validacion5@sblpharma.com
