,,,,,,,,,2018,,,2019,,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,
Manómetro de vacío,Ashcroft,ND,ND,MAV-LC-01,NA,NA,NA,NA,,16-Ago-18,,,15-Ago-19,,,,,,,,,,,,,,,,,,,
Manómetro de vacío,ND,927,ND,MAV-LC-02,NA,NA,NA,NA,,16-Ago-18,,,,,,,,,,,,,,,,,,,,,,
Manómetro de vacío,ND,ND,ND,MAV-LC-03,NA,NA,NA,NA,,14-Dic-18,,,,,,,,,,,,,,,,,,,,,,
Manómetro de vacío,ND,ND,ND,MAV-LC-04,Control de Calidad,"Análisis Fisicoquímicos, en BOV-LC-02",Calibración,12,,14-Dic-18,,,06-Dic-19,,,04-dic-20,,,03-dic-21,,,01-dic-22,,04-mar-23,,,01-mar-24,,,03-mar-25,,
Manómetro de vacío,ND,ND,ND,MAV-LC-05,Microbiología,Microbiología,Calibración,12,,,,,23-Sep-19,,,03-sep-20,,,01-sep-21,,02-sep-22,,,04-sep-23,,,02-sep-24,,,,01-sep-25,
Manómetro de vacío,ND,4CFD8A,ND,MAV-LC-06,Gestión de la Calidad,"Control en Proceso, en BOV-CP-01",Calibración,12,,,,,06-Dic-19,,,04-dic-20,,,10-dic-21,,01-dic-22,,,,04-dic-23,,,02-dic-24,,,,
Manómetro de vacío,ND,ND,ND,MAV-LC-07,Control de Calidad,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución), en BOV-LC-04",Calibración,12,,,,,,,,,,06-may-21,,,04-may-22,,,11-may-23,,,02-may-24,,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,R041020KM13,MAD-LC-01,NA,NA,NA,NA,05-Abr-18,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2300-0,R051003GA13,MAD-LC-02,Microbiología,Microbiología ,Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,04-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB37,MAD-LC-03,NA,NA,NA,NA,,24-Jul-18,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2300-0,W12AD JH,MAD-LC-04,Microbiología,Preparación Microbiológica,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,W12AD KM,MAD-LC-05,Microbiología,Esclusa a Microbiología,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,R040618GA14,MAD-LC-06,Control de Calidad,Control de Calidad,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-23,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2002-C,R041019LM64,MAD-MA-01,Mantenimiento,"Piso Técnico, en Prefiltro corrugado (UMA-MA-01)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2002-C,R041019LM90,MAD-MA-02,Mantenimiento,"Piso Técnico, en Filtro de bolsa (UMA-MA-01)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2003,R041014LM33,MAD-MA-03,Mantenimiento,"Piso Técnico, en Filtro HEPA (UMA-MA-01)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2001,R070503JD110,MAD-MA-04,Mantenimiento,"Piso Técnico, en Prefiltro corrugado (UMA-MA-02)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2001-C,R070307JT94,MAD-MA-05,Mantenimiento,"Piso Técnico, en Filtro de bolsa (UMA-MA-02)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2002-C,R070622JT92,MAD-MA-06,Mantenimiento,"Piso Técnico, en Filtro HEPA (UMA-MA-02)",Calibración,6,05-Abr-18,03-Oct-18,,02-Abr-19,02-Oct-19,,31-mar-20,17-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,SENSOCON,S2000-1000MM,S17020071,MAD-MA-07,Mantenimiento,"Piso Técnico, en UMA-MA-03",Calibración,12,,,,,,,,,,,,,09-abr-22,,,03-abr-23,,,01-abr-24,,,01-abr-25,,
Manómetro diferencial,SENSOCON,S2000-1000MM,S17020071,MAD-MA-08,Mantenimiento,"Piso Técnico, en UMA-MA-03",Calibración,12,,,,,,,,,,,,,09-abr-22,,,03-abr-23,,,01-abr-24,,,01-abr-25,,
Manómetro diferencial,Dwyer Instruments,Minihelic II 2-5005,ND,MAD-MA-09,Mantenimiento,"Tercer Piso, en UMA-MA-04",Calibración,6,,,,,,,,,,,,,,,,,,,07-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,Minihelic II 2-5005,ND,MAD-MA-10,Mantenimiento,"Tercer Piso, en UMA-MA-04",Calibración,6,,,,,,,,,,,,,,,,,,,07-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,Minihelic II 2-5005,ND,MAD-MA-11,Mantenimiento,"Tercer Piso, en UMA-MA-04",Calibración,6,,,,,,,,,,,,,,,,,,,07-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,Minihelic II 2-5005,ND,MAD-MA-12,Mantenimiento,"Tercer Piso, en UMA-MA-04",Calibración,6,,,,,,,,,,,,,,,,,,,07-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB6,MAD-PR-01,Validación,"Móvil, Almacén de Validación",Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,04-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104L2,MAD-PR-02,Validación,"Móvil, Almacén de Validación",Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,04-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB12,MAD-PR-03,Fabricación,Acondicionamiento Secundario,Calibración,6,,,,22-Ene-19,18-Jul-19,,17-Ene-20,17-jul-20,,15-ene-21,13-jul-21,,10-ene-22,04-jul-22,20-dic-22,02-jun-23,04-dic-23,,04-jun-24,02-dic-24,,03-jun-25,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB37,MAD-PR-05,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB31,MAD-PR-09,Almacén,Almacén de Materia Prima Aprobada y Cuarentena,NA,NA,,,,22-Ene-19,18-Jul-19,,17-Ene-20,17-jul-20,,15-ene-21,13-jul-21,,10-ene-22,04-jul-22,20-dic-22,02-jun-23,04-dic-23,,04-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB43,MAD-PR-10,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB32,MAD-PR-12,Almacén,Preesclusa de Material de Acondicionamiento,Calibración,6,,,,22-Ene-19,18-Jul-19,,17-Ene-20,17-jul-20,,15-ene-21,13-jul-21,,10-ene-22,04-jul-22,20-dic-22,02-jun-23,04-dic-23,,04-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB27,MAD-PR-13,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB3,MAD-PR-14,NA,NA,NA,NA,13-Mar-18,10-Sep-18,,08-Mar-19,06-sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB9,MAD-PR-15,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB23,MAD-PR-16,Gestión de la Calidad,Preesclusa de Muestreo de Materia Prima,Calibración,6,,11-Oct-18,,02-Abr-19,02-Oct-19,,03-Abr-20,01-oct-20,,05-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB5,MAD-PR-17,Validación,"Móvil, Almacén de Validación",Calibración,6,,11-Oct-18,,02-Abr-19,02-Oct-19,,03-Abr-20,01-oct-20,,05-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,04-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB10,MAD-PR-18,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2300-0,R050202LB38,MAD-PR-19,NA,NA,NA,NA,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,,,,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB11,MAD-PR-20,Fabricación,Acondicionamiento Primario Blíster,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-21,Fabricación,Acondicionamiento Primario Llenado de Frascos,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-22,Fabricación,Tableteado 1,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-23,Fabricación,Encapsulado y Abrillantado 1,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-24,Validación,"Móvil, Almacén de validación",NA,NA,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-25,NA,NA,NA,NA,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-26,Validación,"Móvil, Almacén de validación",NA,NA,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,W23VRG,MAD-PR-27,Fabricación,Control en Proceso,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-28,Fabricación,Tableteado 2,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-PR-29,Gestión de la Calidad,Muestreo de Materia Prima,Calibración,6,13-Mar-18,10-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,17-sep-20,,05-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,R041104LB36,MAD-PR-30,Validación,"Móvil, Almacén de validación",NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,R041104LB47,MAD-PR-31,Validación,"Móvil, Almacén de validación",NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-0,R041104LB29,MAD-PR-34,Validación,"Móvil, Almacén de validación",NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2302,R041104LB46,MAD-PR-35,NA,NA,NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,,,,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2300,ND,MAD-PR-36,Fabricación,Preesclusa 1,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300,W20Y KC,MAD-PR-37,Fabricación,Esclusa 1,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300,W05AD KM,MAD-PR-38,Validación,"Móvil, Almacén de validación",NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300,ND,MAD-PR-39,Fabricación,Recubrimiento ,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,02-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300,W46AC JH,MAD-PR-40,Fabricación,Cuarentena de Graneles,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300,W19Y JH,MAD-PR-41,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,06-Dic-19,08-jun-20,04-dic-20,,06-may-21,04-nov-21,,03-may-22,03-nov-22,,02-may-23,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300,W46AC JH,MAD-PR-42,NA,NA,NA,NA,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,,,,,,,,
Manómetro diferencial,Dwyer Instruments,2300,ND,MAD-PR-43,Fabricación,Almacén de Material de Empaque,Calibración,6,,27-Sep-18,,08-Mar-19,06-Sep-19,,05-mar-20,04-sep-20,,04-mar-21,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,02-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,Dwyer Instruments,2300-1,R041020KM13,MAD-PR-44,Validación,"Móvil, Almacén de validación",NA,NA,,,,,28-Ago-19,06-Dic-19,08-jun-20,04-dic-20,,06-may-21,04-nov-21,,03-may-22,03-nov-22,,02-may-23,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,R041104LB9,MAD-PR-45,Validación,"Móvil, Almacén de Validación",Calibración,6,,,,,,,,,,,03-sep-21,,03-mar-22,02-sep-22,,01-mar-23,04-sep-23,,01-mar-24,04-sep-24,,03-mar-25,01-sep-25,
Manómetro diferencial,SENSOCON,S2300-200MM,S20020790,MAD-FR-46,Fabricación,"Recubrimiento, en REC-FR-02",Calibración,12,,,,,,,,,,,,,09-abr-22,,,03-abr-23,,,01-abr-24,,,01-abr-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-47,Gestión de la Calidad,Esclusa de Muestreo de Materia Prima,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-48,Fabricación,Surtido de Materia Prima para Fabricación,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-49,Fabricación,Pre esclusa 2,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-50,Fabricación,Pasillo A,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-51,Fabricación,Encapsulado y Abrillantado 4,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-FR-52,Fabricación,Surtido de Material de Acondicionamiento,Calibración,6,,,,,,,,,,,,,,,,,01-nov-23,,02-may-24,01-nov-24,,02-may-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,R0208286A12,MAD-VA-01,Validación,"Móvil, Almacén de validación",NA,NA,05-Abr-18,07-Dic-18,,,06-Dic-19,,,04-dic-20,,,03-dic-21,,17-jun-22,,01-dic-22,01-jun-23,04-dic-23,,04-jun-24,02-dic-24,,02-jun-25,,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-VA-02,Validación,"Móvil, Almacén de Validación",Calibración,18,,,,,,,,,,,,,,,,,,,23-ene-24,,,,01-jul-05,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,18,,,,,,,,,,,,,,,,,,,23-ene-24,,,,01-jul-25,
Manómetro diferencial,Dwyer Instruments,2300-0,ND,MAD-VA-04,Validación,"Móvil, Almacén de Validación",Calibración,18,,,,,,,,,,,,,,,,,,,23-ene-24,,,,01-jul-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRBV,MDI-MA-01,Mantenimiento,Mezclado y Tamizado 1,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRBS,MDI-MA-02,Mantenimiento,Pesado,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRC5,MDI-MA-03,Mantenimiento,Utensilios y Aditamentos de Fabricación,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRBW,MDI-MA-04,Mantenimiento,Lavado,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRBX,MDI-MA-05,Mantenimiento,Órdenes Surtidas,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRC2,MDI-MA-06,Mantenimiento,Esclusa 2,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRC0,MDI-MA-07,Mantenimiento,Encapsulado y Abrillantado #5,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,17-jul-25,
Manómetro Diferencial Digital,Dwyer,DHC-202,06PRBT,MDI-MA-08,Mantenimiento,Detección de Metales,Calibración,6,,,,,,,,,,,,,,,,,,,,,,,21-ago-25,
Marco de masas,Ohaus,STO-A-WEIGH,ND,MAS-CP-01,Almacén,Recepción de Material de Envase y Empaque ,Calibración,12,17-Ene-18,,,24-Ene-19,,,22-Ene-20,,,25-ene-21,,,24-ene-22,,,05-abr-23,,,02-abr-24,,,02-abr-25,,
Marco de masas,TROEMNER,ASTM 100G-1MG CL4,ND,MAS-CP-02,Control de Calidad,Área de balanzas,Calibración,12,,,,,,,,,,,,,20-jul-22,,,,01-jul-23,,,02-jul-24,,,02-jul-25,
Marco de masas,TROEMNER,OIML R 111,ND,MAS-DA-01,Desarrollo Analítico,Área de Balanzas,Calibración,12,,,,14-Ene-19,30-Jul-19,,08-Ene-20,10-jul-20,10-jul-20,07-ene-21,08-jul-21,24-nov-21,04-ene-22,,21-dic-22,,07-dic-23,,,03-dic-24,,,,
Marco de masas,TROEMNER,OIML R 111,ND,MAS-LC-01,Gestión de la Calidad,Control en Proceso,Calibración,12,30-Ene-18,,,14-Ene-19,,04-Mar-19,20-mar-20,,,05-mar-21,,,08-mar-22,,,04-mar-23,,,02-mar-24,,,05-mar-25,,
Masa,TROEMNER,1g,1000150790,MAS-LC-02,Microbiología,Preparación Microbiológica,Calibración,12,19-ene-18,,,25-Mar-19,,,04-Mar-20,,,05-mar-21,,,07-mar-22,,,03-mar-23,,,04-mar-24,,,04-mar-25,,
Masa,TROEMNER,50g,1000150791,MAS-LC-03,Microbiología,Preparación Microbiológica,Calibración,12,19-ene-18,,,25-Mar-19,,,04-Mar-20,,,05-mar-21,,,07-mar-22,,,03-mar-23,,,02-mar-24,,,04-mar-25,,
Masa,TROEMNER,100g,1000150792,MAS-LC-04,Microbiología,Preparación Microbiológica,Calibración,12,19-ene-18,,,25-Mar-19,,,04-Mar-20,,,05-mar-21,,,07-mar-22,,,03-mar-23,,,02-mar-24,,,04-mar-25,,
Masa,TROEMNER,200,1000150793,MAS-LC-05,NA,NA,NA,NA,19-ene-18,,,25-Mar-19,,,04-Mar-20,,,05-mar-21,,,,,,,,,,,,,,
Masa,TROEMNER,10g,1000194589,MAS-LC-06,Microbiología,Preparación Microbiológica,Calibración,12,,,,,,,,11-nov-20,,,09-nov-21,,05-nov-22,,,,03-nov-23,,,05-nov-24,,,,
Masa 1 mg,SUMIMET,11124401PM1,255455456,MAS-DA-02,Validación,"Móvil, Almacén de Validación",NA,NA,,,,,,,,,,24-nov-21,,,,,,,,,,,,,,
Medidor multiparamétrico,Oakton,PCS Testr35,544319,CON-LC-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Micrometro,Mitutoyo,293-344-30,67910529,MIM-MA-01,Mantenimiento,"Móvil, Taller de Mantenimiento",Calibración,12,,,,,,,,,,11-may-21,,,04-may-22,,,,01-jul-23,,,01-jul-24,,,01-jul-25,
Micrometro,Mitutoyo,"MDC-1""SXF",76018721,MIM-CP-01,Gestión de la Calidad,Control en Proceso,Calibración,6,,,,,,,,,,,,,,,,,02-ago-23,,02-feb-24,02-ago-24,,04-feb-25,01-ago-25,
Micropipeta,VWR,VE100,942742204,MIP-DA-01,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,18-Ene-18,31-Jul-18,,14-Ene-19,,,07-Feb-20,13-ago-20,,12-ene-21,06-jul-21,,05-ene-22,07-jul-22,21-dic-22,07-jun-23,08-dic-23,,04-jun-24,03-dic-24,,03-jun-25,,
Micropipeta,VWR,VE1000,942766165,MIP-DA-02,NA,NA,NA,NA,18-Ene-18,14-Jul-18,,14-Ene-19,,,07-Feb-20,13-ago-20,,12-ene-21,06-jul-21,,06-ene-22,07-jul-22,22-dic-22,,,,,,,,,
Micropipeta,VWR,VE5000,942780818,MIP-DA-03,Desarrollo Analítico,Análisis Fisicoquímicos,NA,NA,18-Ene-18,31-Jul-18,,14-Ene-19,,,07-Feb-20,13-ago-20,,12-ene-21,06-jul-21,,07-ene-22,07-jul-22,21-dic-22,07-jun-23,09-dic-23,,04-jun-24,03-dic-24,,03-jun-25,,
